Listing ID,Operator,Location,County,ST,API Number,State ID,Latitude,Longitude,Section,Township,Range,Volume,API,Quality,Price Component(s),Bid Amount,Term Start,Term Duration,Evergreen,Royalty Distributions,Title Transfer,General Terms and Conditions,Miscellaneous
338009,"Bonanza Creek Energy Resources, LLC",James Lime Unit 27,Lafayette,AR,03-073-10395,,33.23078,-93.51077,32,17S,23W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: McKamie Patton; Permit: 24866
338043,"Bonanza Creek Energy Resources, LLC",James Lime Unit 3 - INJ,Lafayette,AR,03-073-10307,,33.25175,-93.52561,19,17S,23W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: McKamie Patton; Permit: 23920
338077,"Bonanza Creek Energy Resources, LLC",James Lime Unit 5-L,Lafayette,AR,03-073-10271,,33.2476,-93.53218,19,17S,23W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: McKamie Patton; Permit: 23397
338111,"Bonanza Creek Energy Resources, LLC",James Lime Unit WSW 1,Lafayette,AR,03-073-11041,,33.24148,-93.502778,29,17S,23W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: McKamie Patton; Permit: 30036
338145,"Bonanza Creek Energy Resources, LLC",Jeff Hunt 2,Columbia,AR,03-027-01196,,33.18969,-93.35748,11,18S,22W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: Dorcheat-Macedonia; Permit: 8122
338179,"Bonanza Creek Energy Resources, LLC",Jones 2,Columbia,AR,03-027-10853,,33.17786,-93.31436,18,18S,21W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: Dorcheat-Macedonia; Permit: 26652
338213,"Bonanza Creek Energy Resources, LLC",Jones 3,Columbia,AR,03-027-11678,,33.17828,-93.31567,18,18S,21W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: Dorcheat-Macedonia; Permit: 37731
338247,"Bonanza Creek Energy Resources, LLC",Kirkpatrick 4,Columbia,AR,03-027-10672,,33.17529,-93.34523,13,18S,22W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: Dorcheat-Macedonia; Permit: 25148
338281,"Bonanza Creek Energy Resources, LLC",Kirkpatrick 6,Columbia,AR,03-027-11757,,33.17601,-93.3461,13,18S,22W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: Dorcheat-Macedonia; Permit: 41371
338315,"Bonanza Creek Energy Resources, LLC",Kirkpatrick B 1,Columbia,AR,03-027-01209,,33.17482,-93.34284,13,18S,22W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: Dorcheat-Macedonia; Permit: 7998
338349,"Bonanza Creek Energy Resources, LLC",Link-Warnock 1,Columbia,AR,03-027-10336,,33.1695,-93.26859,15,18S,21W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: Dorcheat-Macedonia; Permit: 23335
338383,"Bonanza Creek Energy Resources, LLC",McKamie Patton A Unit 10,Lafayette,AR,03-073-01053,,33.23365,-93.48669,28,17S,23W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: McKamie Patton; Permit: 9623
338417,"Bonanza Creek Energy Resources, LLC",McKamie Patton A Unit 11,Lafayette,AR,03-073-01057,,33.24072,-93.49701,28,17S,23W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: McKamie Patton; Permit: 7634
338451,"Bonanza Creek Energy Resources, LLC",McKamie Patton A Unit 12,Lafayette,AR,03-073-01065,,33.23568,-93.52105,30,17S,23W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: McKamie Patton; Permit: 7684
338485,"Bonanza Creek Energy Resources, LLC",McKamie Patton A Unit 13,Lafayette,AR,03-073-01067,,33.22863,-93.52157,31,17S,23W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: McKamie Patton; Permit: 7746
338519,"Bonanza Creek Energy Resources, LLC",McKamie Patton A Unit 14 - INJ,Lafayette,AR,03-073-01059,,,,28,17S,23W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: McKamie Patton; Permit: 7609
338553,"Bonanza Creek Energy Resources, LLC",McKamie Patton A Unit 17,Lafayette,AR,03-073-01107,,33.2321,-93.56867,34,17S,24W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: McKamie Patton; Permit: 11422
338587,"Bonanza Creek Energy Resources, LLC",McKamie Patton A Unit 19,Lafayette,AR,03-073-01112,,33.23281,-93.5597,35,17S,24W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: McKamie Patton; Permit: 11802
338621,"Bonanza Creek Energy Resources, LLC",McKamie Patton A Unit 20,Lafayette,AR,03-073-01089,,33.23243,-93.55128,35,17S,24W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: McKamie Patton; Permit: 13119
338655,"Bonanza Creek Energy Resources, LLC",McKamie Patton A Unit 21,Lafayette,AR,03-073-01113,,33.22626,-93.55985,35,17S,24W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: McKamie Patton; Permit: 13367
338689,"Bonanza Creek Energy Resources, LLC",McKamie Patton A Unit 23,Lafayette,AR,03-073-01068,,33.22899,-93.52935,31,17S,23W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: McKamie Patton; Permit: 7785
338723,"Bonanza Creek Energy Resources, LLC",McKamie Patton A Unit 24,Lafayette,AR,03-073-01118,,33.229,-93.53821,36,17S,24W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: McKamie Patton; Permit: 7857
338757,"Bonanza Creek Energy Resources, LLC",McKamie Patton A Unit 26,Lafayette,AR,03-073-01119,,33.22919,-93.54659,36,17S,24W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: McKamie Patton; Permit: 7968
338791,"Bonanza Creek Energy Resources, LLC",McKamie Patton A Unit 27,Lafayette,AR,03-073-01104,,33.22918,-93.58123,34,17S,24W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: McKamie Patton; Permit: 8767
338825,"Bonanza Creek Energy Resources, LLC",McKamie Patton A Unit 29,Lafayette,AR,03-073-01102,,33.2297,-93.57244,34,17S,24W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: McKamie Patton; Permit: 8523
338859,"Bonanza Creek Energy Resources, LLC",McKamie Patton A Unit 33,Lafayette,AR,03-073-01116,,33.22937,-93.55522,35,17S,24W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: McKamie Patton; Permit: 8082
338893,"Bonanza Creek Energy Resources, LLC",McKamie Patton A Unit 4,Lafayette,AR,03-073-01063,,33.240953,-93.514602,29,17S,23W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: McKamie Patton; Permit: 7638
338927,"Bonanza Creek Energy Resources, LLC",McKamie Patton A Unit 43,Lafayette,AR,03-073-01110,,33.22371,-93.58339,34,17S,24W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: McKamie Patton; Permit: 11387
338961,"Bonanza Creek Energy Resources, LLC",McKamie Patton A Unit 45,Lafayette,AR,03-073-01292,,33.22419,-93.53203,31,17S,23W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: McKamie Patton; Permit: 17647
338995,"Bonanza Creek Energy Resources, LLC",McKamie Patton A Unit 46,Lafayette,AR,03-073-11402,,33.22375,-93.5015,32,17S,23W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: McKamie Patton; Permit: 37107
339029,"Bonanza Creek Energy Resources, LLC",McKamie Patton A Unit 7,Lafayette,AR,03-073-01071,,33.22814,-93.50421,32,17S,23W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: McKamie Patton; Permit: 7682
339063,"Bonanza Creek Energy Resources, LLC",McWilliams 2,Columbia,AR,03-027-11139,,33.17777,-93.30584,17,18S,21W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: Dorcheat-Macedonia; Permit: 29505
339097,"Bonanza Creek Energy Resources, LLC",McWilliams 7,Columbia,AR,03-027-11925,,33.17529,-93.30939,17,18S,21W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: Dorcheat-Macedonia; Permit: 46468
339131,"Bonanza Creek Energy Resources, LLC",McWilliams A 1-18,Columbia,AR,03-027-11602,,33.17482,-93.32392,18,18S,21W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: Dorcheat-Macedonia; Permit: 36036
339165,"Bonanza Creek Energy Resources, LLC",MKP CV E 1,Lafayette,AR,03-073-01106,,33.2277,-93.56919,34,17S,24W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: McKamie Patton; Permit: 10573
339199,"Bonanza Creek Energy Resources, LLC",MKP CV F 1,Lafayette,AR,03-073-01111,,33.22953,-93.56381,35,17S,24W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: McKamie Patton; Permit: 8320
339233,"Bonanza Creek Energy Resources, LLC",MKP CV F 2,Lafayette,AR,03-073-11400,,33.22701,-93.56544,35,17S,24W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: McKamie Patton; Permit: 37026
339267,"Bonanza Creek Energy Resources, LLC",MKP CV G 1,Lafayette,AR,03-073-11401,,33.22802,-93.55722,35,17S,24W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: McKamie Patton; Permit: 37027
339301,"Bonanza Creek Energy Resources, LLC",MKP CV I 1,Lafayette,AR,03-073-01105,,33.22347,-93.57307,34,17S,24W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: McKamie Patton; Permit: 11181
339335,"Bonanza Creek Energy Resources, LLC",MKP CV K 1,Lafayette,AR,03-073-01114,,33.22551,-93.55152,35,17S,24W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: McKamie Patton; Permit: 15902
339369,"Bonanza Creek Energy Resources, LLC",P E Nipper 2-14,Columbia,AR,03-027-11822,,33.17608,-93.35479,14,18S,22W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: Dorcheat-Macedonia; Permit: 44613
339403,"Bonanza Creek Energy Resources, LLC",P E Nipper B 1,Columbia,AR,03-027-10467,,33.17144,-93.34892,14,18S,22W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: Dorcheat-Macedonia; Permit: 24108
339437,"Bonanza Creek Energy Resources, LLC",Phillips-Caldwell 1,Columbia,AR,03-027-10291,,33.17081,-93.32293,18,18S,21W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: Dorcheat-Macedonia; Permit: 23125
339471,"Bonanza Creek Energy Resources, LLC",Phillips-Nipper 2,Columbia,AR,03-027-11356,,33.17795,-93.32306,18,18S,21W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: Dorcheat-Macedonia; Permit: 32915
339505,"Bonanza Creek Energy Resources, LLC",Phillips-Williamson 2,Columbia,AR,03-027-11676,,33.16731,-93.32815,19,18S,21W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: Dorcheat-Macedonia; Permit: 37663
339539,"Bonanza Creek Energy Resources, LLC",Smith-Souter 1,Columbia,AR,03-027-10093,,33.16286,-93.28869,21,18S,21W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: Dorcheat-Macedonia; Permit: 22107
339573,"Bonanza Creek Energy Resources, LLC",Smith-Souter 2,Columbia,AR,03-027-10977,,33.16308,-93.2944,21,18S,21W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: Dorcheat-Macedonia; Permit: 27905
339607,"Bonanza Creek Energy Resources, LLC",Smith-Souter 3,Columbia,AR,03-027-11674,,33.1627,-93.29261,21,18S,21W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: Dorcheat-Macedonia; Permit: 37624
339641,"Bonanza Creek Energy Resources, LLC",Smith-Souter 4,Columbia,AR,03-027-11740,,33.16385,-93.29173,21,18S,21W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: Dorcheat-Macedonia; Permit: 41390
339675,"Bonanza Creek Energy Resources, LLC",Smith-Souter 5,Columbia,AR,03-027-11746,,33.16379,-93.28833,21,18S,21W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: Dorcheat-Macedonia; Permit: 40541
339709,"Bonanza Creek Energy Resources, LLC",Snider Estate 2,Columbia,AR,03-027-11315,,33.16269,-93.28582,21,18S,21W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: Dorcheat-Macedonia; Permit: 32272
339743,"Bonanza Creek Energy Resources, LLC",Snider-Wise A 3,Columbia,AR,03-027-11372,,33.16358,-93.30282,20,18S,21W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: Dorcheat-Macedonia; Permit: 33163
339777,"Bonanza Creek Energy Resources, LLC",Whitehead-McWilliams 1,Columbia,AR,03-027-10403,,33.17052,-93.31931,18,18S,21W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: Dorcheat-Macedonia; Permit: 23718
339811,"Bonanza Creek Energy Resources, LLC",Whitehead-McWilliams 3,Columbia,AR,03-027-11811,,33.17009,-93.32195,16,18S,21W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: Dorcheat-Macedonia; Permit: 44468
339845,"Bonanza Creek Energy Resources, LLC",Whitehead-McWilliams 5,Columbia,AR,03-027-11866,,33.17147,-93.32204,16,18S,21W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: Dorcheat-Macedonia; Permit: 45530
339879,"Bonanza Creek Energy Resources, LLC",Whitlow-Wise  1,Columbia,AR,03-027-01156,,33.15585,-93.29198,21,18S,21W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: Dorcheat-Macedonia; Permit: 8287
339913,"Bonanza Creek Energy Resources, LLC",WM Nipper 1,Columbia,AR,03-027-10272,,33.16418,-93.3199,19,18S,21W,0.01,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: Dorcheat-Macedonia; Permit: 23038
339947,"Bonanza Creek Energy Resources, LLC",Bodcaw E 2,Lafayette,AR,03-073-11451,,33.23985,-93.50935,29,17S,23W,0.16,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: McKamie Patton; Permit: 39435
339981,"Bonanza Creek Energy Resources, LLC",Dorcheat Unit 41,Columbia,AR,03-027-11774,,33.18162,-93.36063,14,18S,22W,0.44,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: Dorcheat-Macedonia; Permit: 43189
340015,"Bonanza Creek Energy Resources, LLC",McKamie Patton A Unit 9,Lafayette,AR,03-073-01072,,33.2284,-93.51294,32,17S,23W,0.91,67.14,Sweet,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,"ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; RVP 12 (At or below 0.2% Sulphur � sample can be taken, but cannot be a contingency past the 1/30/18 bid deadline); Field Name: McKamie Patton; Permit: 7762"
340049,"Bonanza Creek Energy Resources, LLC",Dorcheat Unit 78,Columbia,AR,03-027-11959,,33.18133,-93.35149,14,18S,22W,0.95,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: Dorcheat-Macedonia; Permit: 46844
340083,"Bonanza Creek Energy Resources, LLC",Dorcheat Unit 59,Columbia,AR,03-027-11859,,33.18503,-93.36083,11,18S,22W,1.05,42.68,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: Dorcheat-Macedonia; Permit: 45420
340117,"Bonanza Creek Energy Resources, LLC",Willis Jameson 4,Columbia,AR,03-027-12030,,33.16619,-93.3091,20,18S,21W,1.06,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: Dorcheat-Macedonia; Permit: 47445
340151,"Bonanza Creek Energy Resources, LLC",Snider-Wise A 4,Columbia,AR,03-027-11820,,33.1641,-93.30336,20,18S,21W,1.1,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: Dorcheat-Macedonia; Permit: 44611
340185,"Bonanza Creek Energy Resources, LLC",Dorcheat Unit 105,Columbia,AR,03-027-12086,,33.17698,-93.37801,15,18S,22W,1.23,Unknown,Unknown,Nymex Calendar Month Average (trade days),-2.25,3/1/2018,3,Yes,Producer,�FOB Lease into Buyers trucks,,ATTN: All BCEI Production in AR will be awarded to one purchaser. Please bid on all BCEI AR listings to be considered.; Field Name: Dorcheat-Macedonia; Permit: 47966
